FocalGenus,Comment/Source,Type,Clade,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Genus7,Genus8,Genus9,Genus10,Genus11,Genus12,Genus13,Genus14,Genus15,Genus16,Genus17,Genus18,Genus19,Genus20,Genus21,Genus22,Genus23,Genus24,Genus25,Genus26,Genus27,Genus28,Genus29,Genus30,Genus31,Genus32,Genus33,Genus34,Genus35,Genus36,Genus37,Genus38,Genus39,Genus40,Genus41,Genus42,Genus43,Genus44,Genus45,Genus46,Genus47,Genus48,Genus49,Genus50,Genus51,Genus52,Genus53,Genus54,Genus55,Genus56,Genus57,Genus58,Genus59,Genus60,Genus61,Genus62,Genus63,Genus64,Genus65,Genus66,Genus67,Genus68,Genus69,Genus70,Genus71,Genus72,Genus73,Genus74,Genus75,Genus76,Genus77,Genus78,Genus79,Genus80,Genus81,Genus82,Genus83,Genus84,Genus85,Genus86,Genus87,Genus88,Genus89,Genus90,Genus91,Genus92,Genus93,Genus94,Genus95,Genus96,Genus97,Genus98,Genus99,Genus100,Genus101,Genus102,Genus103,Genus104,Genus105,Genus106
Philortyx,taxonomy,exclude,Odontophoridae,Oreortyx,Colinus,Callipepla,Odontophorus,Rhynchortyx,Dactylortyx,Cyrtonyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philortyx,"Will Stein pers. comm. Holman, J.A. 1961. 1961. Osteology of living and fossil new world quails(Aves, Galliformes). Bulletin of the Florida State Museum, vol. 6, no. 2, pp 131-233.",include,Odontophoridae,Philortyx,Dendrortyx,Oreortyx,Colinus,Callipepla,Odontophorus,Rhynchortyx,Dactylortyx,Cyrtonyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchortyx,"Will Stein pers. comm. Holman, J.A. 1961. 1961. Osteology of living and fossil new world quails(Aves, Galliformes). Bulletin of the Florida State Museum, vol. 6, no. 2, pp 131-233.",include,Odontophoridae,Rhynchortyx,Dactylortyx,Cyrtonyx,Odontophorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callacanthis,"all, except Fringilla, Euphonia",include,P10,Callacanthis,Loxia,Palmeria,Rhodopechys,Pyrrhula,Pyrrhoplectes,Psittirostra,Pseudonestor,Paroreomyza,Telespiza,Oreomystis,Neospiza,Mycerobas,Melamprosops,Loxops,Pinicola,Rhynchostruthus,Serinus,Vestiaria,Uragus,Linurgus,Loxioides,Coccothraustes,Leucosticte,Himatione,Hemignathus,Haematospiza,Eophona,Carpodacus,Carduelis,Bucanetes,Eremopsaltria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melamprosops,"all, except Fringilla, Euphonia",include,P10,Melamprosops,Loxia,Palmeria,Rhodopechys,Pyrrhula,Pyrrhoplectes,Psittirostra,Pseudonestor,Paroreomyza,Telespiza,Oreomystis,Neospiza,Mycerobas,Callacanthis,Loxops,Pinicola,Rhynchostruthus,Serinus,Vestiaria,Uragus,Linurgus,Loxioides,Coccothraustes,Leucosticte,Himatione,Hemignathus,Haematospiza,Eophona,Carpodacus,Carduelis,Bucanetes,Eremopsaltria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neospiza,"all, except Fringilla, Euphonia",include,P10,Neospiza,Loxia,Palmeria,Rhodopechys,Pyrrhula,Pyrrhoplectes,Psittirostra,Pseudonestor,Paroreomyza,Telespiza,Oreomystis,Melamprosops,Mycerobas,Callacanthis,Loxops,Pinicola,Rhynchostruthus,Serinus,Vestiaria,Uragus,Linurgus,Loxioides,Coccothraustes,Leucosticte,Himatione,Hemignathus,Haematospiza,Eophona,Carpodacus,Carduelis,Bucanetes,Eremopsaltria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psittirostra,"all, except Fringilla, Euphonia",include,P10,Psittirostra,Loxia,Palmeria,Rhodopechys,Pyrrhula,Pyrrhoplectes,Neospiza,Pseudonestor,Paroreomyza,Telespiza,Oreomystis,Melamprosops,Mycerobas,Callacanthis,Loxops,Pinicola,Rhynchostruthus,Serinus,Vestiaria,Uragus,Linurgus,Loxioides,Coccothraustes,Leucosticte,Himatione,Hemignathus,Haematospiza,Eophona,Carpodacus,Carduelis,Bucanetes,Eremopsaltria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchostruthus,"all, except Fringilla, Euphonia",include,P10,Rhynchostruthus,Loxia,Palmeria,Rhodopechys,Pyrrhula,Pyrrhoplectes,Neospiza,Pseudonestor,Paroreomyza,Telespiza,Oreomystis,Melamprosops,Mycerobas,Callacanthis,Loxops,Pinicola,Psittirostra,Serinus,Vestiaria,Uragus,Linurgus,Loxioides,Coccothraustes,Leucosticte,Himatione,Hemignathus,Haematospiza,Eophona,Carpodacus,Carduelis,Bucanetes,Eremopsaltria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charitospiza,all,include,P13P14P16,Charitospiza,Chrysothlypis,Coryphospingus,Coryphaspiza,Conothraupis,Conirostrum,Cyanerpes,Cnemoscopus,Cypsnagra,Chlorophanes,Catamenia,Acanthidops,Compsospiza,Eucometis,Iridophanes,Incaspiza,Idiopsar,Heterospingus,Hemithraupis,Creurgops,Haplospiza,Embernagra,Emberizoides,Donacospiza,Dolospingus,Diglossa,Dacnis,Hemispingus,Nemosia,Lanio,Poospiza,Sporophila,Sicalis,Sericossypha,Rhodospingus,Ramphocelus,Porphyrospiza,Thlypopsis,Piezorhina,Phrygilus,Oryzoborus,Oreomanes,Nephelornis,Pyrrhocoma,Tachyphonus,Tersina,Xenospingus,Xenodacnis,Volatinia,Trichothraupis,Melanodera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaspiza,all,include,P13P14P16,Coryphaspiza,Chrysothlypis,Coryphospingus,Charitospiza,Conothraupis,Conirostrum,Cyanerpes,Cnemoscopus,Cypsnagra,Chlorophanes,Catamenia,Acanthidops,Compsospiza,Eucometis,Iridophanes,Incaspiza,Idiopsar,Heterospingus,Hemithraupis,Creurgops,Haplospiza,Embernagra,Emberizoides,Donacospiza,Dolospingus,Diglossa,Dacnis,Hemispingus,Nemosia,Lanio,Poospiza,Sporophila,Sicalis,Sericossypha,Rhodospingus,Ramphocelus,Porphyrospiza,Thlypopsis,Piezorhina,Phrygilus,Oryzoborus,Oreomanes,Nephelornis,Pyrrhocoma,Tachyphonus,Tersina,Xenospingus,Xenodacnis,Volatinia,Trichothraupis,Melanodera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Incaspiza,all,include,P13P14P16,Incaspiza,Chrysothlypis,Coryphospingus,Charitospiza,Conothraupis,Conirostrum,Cyanerpes,Cnemoscopus,Cypsnagra,Chlorophanes,Catamenia,Acanthidops,Compsospiza,Eucometis,Iridophanes,Coryphaspiza,Idiopsar,Heterospingus,Hemithraupis,Creurgops,Haplospiza,Embernagra,Emberizoides,Donacospiza,Dolospingus,Diglossa,Dacnis,Hemispingus,Nemosia,Lanio,Poospiza,Sporophila,Sicalis,Sericossypha,Rhodospingus,Ramphocelus,Porphyrospiza,Thlypopsis,Piezorhina,Phrygilus,Oryzoborus,Oreomanes,Nephelornis,Pyrrhocoma,Tachyphonus,Tersina,Xenospingus,Xenodacnis,Volatinia,Trichothraupis,Melanodera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piezorhina,all,include,P13P14P16,Piezorhina,Chrysothlypis,Coryphospingus,Charitospiza,Conothraupis,Conirostrum,Cyanerpes,Cnemoscopus,Cypsnagra,Chlorophanes,Catamenia,Acanthidops,Compsospiza,Eucometis,Iridophanes,Coryphaspiza,Idiopsar,Heterospingus,Hemithraupis,Creurgops,Haplospiza,Embernagra,Emberizoides,Donacospiza,Dolospingus,Diglossa,Dacnis,Hemispingus,Nemosia,Lanio,Poospiza,Sporophila,Sicalis,Sericossypha,Rhodospingus,Ramphocelus,Porphyrospiza,Thlypopsis,Incaspiza,Phrygilus,Oryzoborus,Oreomanes,Nephelornis,Pyrrhocoma,Tachyphonus,Tersina,Xenospingus,Xenodacnis,Volatinia,Trichothraupis,Melanodera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xenospingus,all,include,P13P14P16,Xenospingus,Chrysothlypis,Coryphospingus,Charitospiza,Conothraupis,Conirostrum,Cyanerpes,Cnemoscopus,Cypsnagra,Chlorophanes,Catamenia,Acanthidops,Compsospiza,Eucometis,Iridophanes,Coryphaspiza,Idiopsar,Heterospingus,Hemithraupis,Creurgops,Haplospiza,Embernagra,Emberizoides,Donacospiza,Dolospingus,Diglossa,Dacnis,Hemispingus,Nemosia,Lanio,Poospiza,Sporophila,Sicalis,Sericossypha,Rhodospingus,Ramphocelus,Porphyrospiza,Thlypopsis,Incaspiza,Phrygilus,Oryzoborus,Oreomanes,Nephelornis,Pyrrhocoma,Tachyphonus,Tersina,Piezorhina,Xenodacnis,Volatinia,Trichothraupis,Melanodera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Compsothraupis,all,include,P17P18,Compsothraupis,Schistochlamys,Geospiza,Melanospiza,Loxipasser,Loxigilla,Lophospingus,Lamprospiza,Coereba,Gubernatrix,Neothraupis,Euneornis,Dubusia,Diuca,Delothraupis,Cyanicterus,Iridosornis,Parkerthraustes,Rowettia,Rhodinocichla,Platyspiza,Pipraeidea,Pinaroloxias,Melopyrrha,Paroaria,Mitrospingus,Orthogonys,Oreothraupis,Orchesticus,Nesospiza,Nesospingus,Cissopis,Phaenicophilus,Bangsia,Chlorornis,Chlorophonia,Chlorochrysa,Certhidea,Camarhynchus,Calyptophilus,Buthraupis,Anisognathus,Calochaetes,Stephanophorus,Saltator,Wetmorethraupis,Urothraupis,Tiaris,Thraupis,Tangara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanicterus,all,include,P17P18,Cyanicterus,Schistochlamys,Geospiza,Melanospiza,Loxipasser,Loxigilla,Lophospingus,Lamprospiza,Coereba,Gubernatrix,Neothraupis,Euneornis,Dubusia,Diuca,Delothraupis,Compsothraupis,Iridosornis,Parkerthraustes,Rowettia,Rhodinocichla,Platyspiza,Pipraeidea,Pinaroloxias,Melopyrrha,Paroaria,Mitrospingus,Orthogonys,Oreothraupis,Orchesticus,Nesospiza,Nesospingus,Cissopis,Phaenicophilus,Bangsia,Chlorornis,Chlorophonia,Chlorochrysa,Certhidea,Camarhynchus,Calyptophilus,Buthraupis,Anisognathus,Calochaetes,Stephanophorus,Saltator,Wetmorethraupis,Urothraupis,Tiaris,Thraupis,Tangara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchesticus,all,include,P17P18,Orchesticus,Schistochlamys,Geospiza,Melanospiza,Loxipasser,Loxigilla,Lophospingus,Lamprospiza,Coereba,Gubernatrix,Neothraupis,Euneornis,Dubusia,Diuca,Delothraupis,Compsothraupis,Iridosornis,Parkerthraustes,Rowettia,Rhodinocichla,Platyspiza,Pipraeidea,Pinaroloxias,Melopyrrha,Paroaria,Mitrospingus,Orthogonys,Oreothraupis,Cyanicterus,Nesospiza,Nesospingus,Cissopis,Phaenicophilus,Bangsia,Chlorornis,Chlorophonia,Chlorochrysa,Certhidea,Camarhynchus,Calyptophilus,Buthraupis,Anisognathus,Calochaetes,Stephanophorus,Saltator,Wetmorethraupis,Urothraupis,Tiaris,Thraupis,Tangara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreothraupis,all,include,P17P18,Oreothraupis,Schistochlamys,Geospiza,Melanospiza,Loxipasser,Loxigilla,Lophospingus,Lamprospiza,Coereba,Gubernatrix,Neothraupis,Euneornis,Dubusia,Diuca,Delothraupis,Compsothraupis,Iridosornis,Parkerthraustes,Rowettia,Rhodinocichla,Platyspiza,Pipraeidea,Pinaroloxias,Melopyrrha,Paroaria,Mitrospingus,Orthogonys,Orchesticus,Cyanicterus,Nesospiza,Nesospingus,Cissopis,Phaenicophilus,Bangsia,Chlorornis,Chlorophonia,Chlorochrysa,Certhidea,Camarhynchus,Calyptophilus,Buthraupis,Anisognathus,Calochaetes,Stephanophorus,Saltator,Wetmorethraupis,Urothraupis,Tiaris,Thraupis,Tangara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogonys,all,include,P17P18,Orthogonys,Schistochlamys,Geospiza,Melanospiza,Loxipasser,Loxigilla,Lophospingus,Lamprospiza,Coereba,Gubernatrix,Neothraupis,Euneornis,Dubusia,Diuca,Delothraupis,Compsothraupis,Iridosornis,Parkerthraustes,Rowettia,Rhodinocichla,Platyspiza,Pipraeidea,Pinaroloxias,Melopyrrha,Paroaria,Mitrospingus,Oreothraupis,Orchesticus,Cyanicterus,Nesospiza,Nesospingus,Cissopis,Phaenicophilus,Bangsia,Chlorornis,Chlorophonia,Chlorochrysa,Certhidea,Camarhynchus,Calyptophilus,Buthraupis,Anisognathus,Calochaetes,Stephanophorus,Saltator,Wetmorethraupis,Urothraupis,Tiaris,Thraupis,Tangara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urothraupis,all,include,P17P18,Urothraupis,Schistochlamys,Geospiza,Melanospiza,Loxipasser,Loxigilla,Lophospingus,Lamprospiza,Coereba,Gubernatrix,Neothraupis,Euneornis,Dubusia,Diuca,Delothraupis,Compsothraupis,Iridosornis,Parkerthraustes,Rowettia,Rhodinocichla,Platyspiza,Pipraeidea,Pinaroloxias,Melopyrrha,Paroaria,Mitrospingus,Oreothraupis,Orchesticus,Cyanicterus,Nesospiza,Nesospingus,Cissopis,Phaenicophilus,Bangsia,Chlorornis,Chlorophonia,Chlorochrysa,Certhidea,Camarhynchus,Calyptophilus,Buthraupis,Anisognathus,Calochaetes,Stephanophorus,Saltator,Wetmorethraupis,Orthogonys,Tiaris,Thraupis,Tangara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torreornis,all,include,P20b,Torreornis,Atlapetes,Arremonops,Arremon,Amphispiza,Chlorospingus,Aimophila,Chondestes,Ammodramus,Miliaria,Pselliophorus,Pooecetes,Pipilo,Pezopetes,Passerella,Calamospiza,Oriturus,Melozone,Melospiza,Melophus,Latoucheornis,Junco,Emberiza,Passerculus,Xenospiza,Spizella,Zonotrichia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaplectes,all,include,P6,Anaplectes,Euplectes,Pseudonigrita,Ploceus,Plocepasser,Philetairus,Malimbus,Foudia,Dinemellia,Bubalornis,Brachycope,Amblyospiza,Histurgops,Quelea,Sporopipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachycope,all,include,P6,Brachycope,Euplectes,Pseudonigrita,Ploceus,Plocepasser,Philetairus,Malimbus,Foudia,Dinemellia,Bubalornis,Anaplectes,Amblyospiza,Histurgops,Quelea,Sporopipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Histurgops,all,include,P6,Histurgops,Euplectes,Pseudonigrita,Ploceus,Plocepasser,Philetairus,Malimbus,Foudia,Dinemellia,Bubalornis,Anaplectes,Amblyospiza,Brachycope,Quelea,Sporopipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus,Groth JG. 1998. Molecular Phylogenetics of Finches and Sparrows: Consequences of Character State Removal in Cytochrome b Sequences. Molecular Phylogenetics and Evolution 10:377-390,include,P6,Malimbus,Ploceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudonigrita,all,include,P6,Pseudonigrita,Euplectes,Histurgops,Ploceus,Plocepasser,Philetairus,Malimbus,Foudia,Dinemellia,Bubalornis,Anaplectes,Amblyospiza,Brachycope,Quelea,Sporopipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreostruthus,Firetails,include,P7,Oreostruthus,Stagonopleura,Emblema,Lonchura,Hetermunia,Padda,Taeniopygia,Poephila,Neochmia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendronanthus,all,include,P9,Dendronanthus,Anthus,Tmetothylacus,Motacilla,Macronyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tmetothylacus,all,include,P9,Tmetothylacus,Anthus,Dendronanthus,Motacilla,Macronyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nothocercus,Tinaminae,include,Paleognathae,Nothocercus,Tinamus,Crypturellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
